address,suburb,earliest_confirmed_year,min_age_years,lead_score,age_confidence,address_match,area_m2,lot_m2,length_m,width_m,rect_fill,category,contact_name,contact_phone,contact_email,contact_website,postcode,council,pools_at_address,lat,lon,osm_id
161 KANANGRA AVENUE TERREY HILLS,TERREY HILLS,1998,28,67.6,0.85,exact,46.3,15636.6,9.9,4.7,0.999,residential,,,,,2084,NORTHERN BEACHES,,-33.6827931,151.2337741,way/1318344528
10 CECIL ROAD HORNSBY,HORNSBY,1998,28,67.6,0.85,exact,40.2,18114.4,9.1,4.5,0.978,residential,,,,,2077,HORNSBY,,-33.6973355,151.1157176,way/571951144
42 WOONONA AVENUE WAHROONGA,WAHROONGA,1998,28,67.6,0.85,exact,88.8,5558.0,13.1,7.1,0.951,residential,,,,,2076,KU-RING-GAI,,-33.7125707,151.1137855,way/1162750274
37 WATER STREET WAHROONGA,WAHROONGA,1998,28,67.6,0.85,exact,39.9,12753.3,7.9,5.0,0.999,residential,,,,,2076,KU-RING-GAI,,-33.7170844,151.1267622,way/1236487564
12 DURBAR AVENUE KIRRAWEE,KIRRAWEE,1998,28,67.5,0.46,exact,39.7,2565.4,8.7,4.6,1.0,residential,,,,,2232,SUTHERLAND SHIRE,,-34.0329313,151.0794387,way/550964175
182 OBERON STREET COOGEE,COOGEE,1998,28,67.5,0.85,exact,45.8,584.5,10.4,4.4,1.0,residential,,,,,2034,RANDWICK,,-33.9266534,151.2517617,way/580685047
6 ATHOL STREET SOUTH COOGEE,SOUTH COOGEE,1998,28,67.5,0.85,exact,47.3,655.0,11.6,4.1,0.999,residential,,,,,2034,RANDWICK,,-33.9286358,151.2558885,way/608539730
48 CANBERRA STREET RANDWICK,RANDWICK,1998,28,67.5,0.73,exact,41.6,613.8,8.8,4.7,1.0,residential,,,,,2031,RANDWICK,,-33.9258992,151.2432163,way/682202231
33 ARTHUR STREET RANDWICK,RANDWICK,1998,28,67.5,0.82,exact,40.9,344.8,10.2,5.0,0.803,residential,,,,,2031,RANDWICK,,-33.9149986,151.2383511,way/1486197433
901/8 EBSWORTH STREET ZETLAND,ZETLAND,1998,28,67.5,0.61,exact,16.1,3858.2,5.6,2.9,0.998,residential,,,,,2017,SYDNEY,,-33.9050198,151.2041611,way/1445760314
11 CAMERON STREET STRATHFIELD,STRATHFIELD,1998,28,67.5,0.85,exact,41.0,785.0,10.3,4.0,0.999,residential,,,,,2135,STRATHFIELD,,-33.8857787,151.090199,way/565655580
5 CROSS STREET STRATHFIELD,STRATHFIELD,1998,28,67.5,0.85,exact,41.0,727.8,10.3,4.0,0.999,residential,,,,,2135,STRATHFIELD,,-33.8870412,151.0875785,way/565655607
37 WILLEE STREET STRATHFIELD,STRATHFIELD,1998,28,67.5,0.85,exact,29.5,748.8,8.2,3.6,0.998,residential,,,,,2135,STRATHFIELD,2,-33.8861371,151.0924368,way/565667222
5 ALVISTON STREET STRATHFIELD,STRATHFIELD,1998,28,67.5,0.73,exact,74.2,737.5,12.1,6.1,0.999,residential,,,,,2135,STRATHFIELD,2,-33.8769236,151.0881664,way/565661362
26 ELWIN STREET STRATHFIELD,STRATHFIELD,1998,28,67.5,0.58,exact,29.5,1699.3,8.2,3.6,0.998,residential,,,,,2135,STRATHFIELD,,-33.8777651,151.0826108,way/565667205
51 KINGSLAND ROAD STRATHFIELD,STRATHFIELD,1998,28,67.5,0.85,exact,29.5,721.8,8.2,3.6,0.998,residential,,,,,2135,STRATHFIELD,,-33.8858031,151.0889606,way/565667212
6 SUNBEAM AVENUE BURWOOD,BURWOOD,1998,28,67.5,0.85,exact,41.0,666.0,10.3,4.0,0.999,residential,,,,,2134,BURWOOD,,-33.8848699,151.0986716,way/565699100
42 TAHLEE STREET BURWOOD,BURWOOD,1998,28,67.5,0.85,exact,29.5,758.1,8.2,3.6,0.998,residential,,,,,2134,BURWOOD,,-33.8858087,151.1071289,way/565699158
3 BOLD STREET BURWOOD,BURWOOD,1998,28,67.5,0.85,exact,41.0,679.4,10.3,4.0,0.999,residential,,,,,2134,BURWOOD,,-33.8831842,151.0990283,way/565699166
43 WOODSIDE AVENUE BURWOOD,BURWOOD,1998,28,67.5,0.85,exact,29.5,712.9,8.2,3.6,0.998,residential,,,,,2134,BURWOOD,,-33.8802939,151.0977665,way/565699211
36 NEWTON ROAD STRATHFIELD,STRATHFIELD,1998,28,67.5,0.58,exact,41.0,1742.3,10.3,4.0,0.999,residential,,,,,2135,STRATHFIELD,,-33.8785276,151.077059,way/566657647
61 HIGHGATE STREET STRATHFIELD,STRATHFIELD,1998,28,67.5,0.85,exact,41.0,707.5,10.3,4.0,0.999,residential,,,,,2135,STRATHFIELD,,-33.8832392,151.0854782,way/566657717
43 CAVE ROAD STRATHFIELD,STRATHFIELD,1998,28,67.5,0.85,exact,41.0,785.4,10.3,4.0,0.999,residential,,,,,2135,STRATHFIELD,,-33.8861177,151.0730019,way/566953126
23 HEDGES AVENUE STRATHFIELD,STRATHFIELD,1998,28,67.5,0.85,exact,41.0,794.0,10.3,4.0,0.999,residential,,,,,2135,STRATHFIELD,,-33.8849003,151.0733011,way/568460498
3B EMU STREET STRATHFIELD,STRATHFIELD,1998,28,67.5,0.85,exact,41.0,670.2,10.3,4.0,0.999,residential,,,,,2135,STRATHFIELD,,-33.8840427,151.0940647,way/572774746
10 GRAINGER AVENUE ASHFIELD,ASHFIELD,1998,28,67.5,0.85,exact,58.7,610.0,12.4,4.7,0.998,residential,,,,,2131,INNER WEST,,-33.8865102,151.1268965,way/1319846649
1/29-33 MONA ROAD DARLING POINT,DARLING POINT,1998,28,67.5,0.51,exact,24.3,4409.1,7.5,3.6,0.902,residential,,,,,2027,WOOLLAHRA,,-33.8763414,151.2342923,way/831639942
647 OLD SOUTH HEAD ROAD ROSE BAY,ROSE BAY,1998,28,67.5,0.85,exact,43.7,772.3,10.5,4.2,1.0,residential,,,,,2029,WOOLLAHRA,2,-33.8659318,151.2784141,way/875118010
535 OLD SOUTH HEAD ROAD ROSE BAY,ROSE BAY,1998,28,67.5,0.61,exact,26.7,1325.6,7.0,3.8,0.998,residential,,,,,2029,WOOLLAHRA,2,-33.8729127,151.27428,way/875174353
52 BAY STREET DOUBLE BAY,DOUBLE BAY,1998,28,67.5,0.58,exact,28.5,2101.6,8.5,3.4,0.984,residential,,,,,2028,WOOLLAHRA,,-33.875245,151.241801,way/954966032
721 SOUTH DOWLING STREET REDFERN,REDFERN,1998,28,67.5,0.69,exact,32.5,243.1,8.3,5.6,0.698,residential,,,,,2016,SYDNEY,,-33.8936637,151.2159681,way/955333293
2/78 CHALEYER STREET ROSE BAY,ROSE BAY,1998,28,67.5,0.73,exact,40.2,553.7,9.3,4.4,0.975,residential,,,,,2029,WOOLLAHRA,,-33.8771948,151.276015,way/955843445
29 KENT ROAD ROSE BAY,ROSE BAY,1998,28,67.5,0.58,exact,73.2,3558.0,14.1,5.2,0.999,residential,,,,,2029,WOOLLAHRA,,-33.8754281,151.2662924,way/1019337015
67 CAMERON STREET EDGECLIFF,EDGECLIFF,1998,28,67.5,0.82,exact,35.3,135.8,8.6,5.2,0.78,residential,,,,,2027,WOOLLAHRA,,-33.8810709,151.2369018,way/1424707010
61 RUSSELL STREET VAUCLUSE,VAUCLUSE,1998,28,67.5,0.85,exact,48.6,718.1,12.2,4.0,1.0,residential,,,,,2030,WOOLLAHRA,,-33.8474359,151.2850926,way/1481742981
85 THE ESPLANADE THORNLEIGH,THORNLEIGH,1998,28,67.5,0.82,exact,33.6,69333.9,8.1,5.2,0.798,residential,,,,,2120,HORNSBY,7,-33.7325867,151.0778697,way/980062193
24 WOODCREST PLACE CHERRYBROOK,CHERRYBROOK,1998,28,67.5,0.46,exact,33.1,1323.4,7.1,4.6,1.0,residential,,,,,2126,HORNSBY,,-33.7303607,151.0495449,way/1298787408
27 STAR CRESCENT WEST PENNANT HILLS,WEST PENNANT HILLS,1998,28,67.5,0.24,exact,28.5,1202.6,8.2,4.7,0.74,residential,,,,,2125,THE HILLS SHIRE,,-33.7365702,151.0561995,way/1303045500
8A PATU PLACE CHERRYBROOK,CHERRYBROOK,1998,28,67.5,0.73,exact,60.3,677.6,10.4,5.8,1.0,residential,,,,,2126,HORNSBY,,-33.7271309,151.035499,way/1294942847
3 HIGHS ROAD WEST PENNANT HILLS,WEST PENNANT HILLS,1998,28,67.5,0.61,exact,27.2,4344.3,6.5,4.4,0.947,residential,,,,,2125,THE HILLS SHIRE,,-33.7333692,151.0259601,way/1315665230
21 KALIANNA CRESCENT BEACON HILL,BEACON HILL,1998,28,67.5,0.85,exact,52.2,733.6,12.0,4.4,0.999,residential,,,,,2100,NORTHERN BEACHES,,-33.7563348,151.2609048,way/1033367559
61 WASHINGTON AVENUE CROMER,CROMER,1998,28,67.5,0.48,exact,54.1,1462.8,12.0,5.3,0.852,residential,,,,,2099,NORTHERN BEACHES,,-33.7340199,151.2697566,way/1364513820
26A WOODBURY ROAD ST IVES,ST IVES,1998,28,67.5,0.58,exact,32.1,2154.9,8.9,3.9,0.925,residential,,,,,2075,KU-RING-GAI,,-33.7218854,151.1664958,way/1311159249
43 CAMBOURNE AVENUE ST IVES,ST IVES,1998,28,67.5,0.58,exact,60.6,1320.2,13.1,4.6,0.999,residential,,,,,2075,KU-RING-GAI,,-33.7198662,151.1831263,way/1361408745
101 WARRAGAL ROAD TURRAMURRA,TURRAMURRA,1998,28,67.5,0.58,exact,36.9,3233.1,9.2,4.0,0.999,residential,,,,,2074,KU-RING-GAI,,-33.7413501,151.1248905,way/942757516
45 POGSON DRIVE CHERRYBROOK,CHERRYBROOK,1998,28,67.5,0.46,exact,39.2,1228.4,8.1,4.8,1.0,residential,,,,,2126,HORNSBY,,-33.7197827,151.0532254,way/1280493034
333 MONA VALE ROAD TERREY HILLS,TERREY HILLS,1998,28,67.5,0.84,exact,148.1,27328.0,16.3,12.9,0.706,public_commercial,,,,,2084,NORTHERN BEACHES,,-33.6983391,151.2141146,way/1500088980
28B CABER CLOSE DURAL,DURAL,1998,28,67.5,0.38,exact,33.1,611.9,9.0,5.2,0.716,residential,,,,,2158,HORNSBY,,-33.718793,151.0316205,way/1310474502
MONA VALE ROAD INGLESIDE,INGLESIDE,1998,28,67.5,0.69,exact,33.2,243781.2,8.3,6.0,0.666,residential,,,,,2101,NORTHERN BEACHES,5,-33.6868769,151.2373545,way/1318341138
47A BUNDARRA AVENUE WAHROONGA,WAHROONGA,1998,28,67.5,0.36,exact,72.9,1611.0,12.6,6.4,0.901,residential,,,,,2076,KU-RING-GAI,,-33.712909,151.1134707,way/1238738363
22/23-29 WILLOCK AVENUE MIRANDA,MIRANDA,2005,21,67.4,0.79,exact,40.2,3792.3,9.1,5.7,0.781,residential,,,,,2228,SUTHERLAND SHIRE,,-34.0319699,151.101014,way/1482735101
10 BONDELL AVENUE GYMEA,GYMEA,1998,28,67.4,0.35,exact,34.7,863.4,9.9,4.8,0.727,residential,,,,,2227,SUTHERLAND SHIRE,,-34.030432,151.0916267,way/1485152663
96 MOONS AVENUE LUGARNO,LUGARNO,1998,28,67.4,0.35,exact,34.7,1449.2,7.2,5.3,0.903,residential,,,,,2210,GEORGES RIVER,,-33.984386,151.0356389,way/1152808977
60 ROSLYN STREET ASHBURY,ASHBURY,1998,28,67.4,0.35,exact,43.0,1113.1,9.4,6.3,0.731,residential,,,,,2193,CANTERBURY-BANKSTOWN,,-33.9005645,151.1136025,way/1176888070
143 THE BOULEVARDE STRATHFIELD,STRATHFIELD,1998,28,67.4,0.69,exact,41.0,919.1,10.3,4.0,0.999,residential,,,,,2135,STRATHFIELD,,-33.8842446,151.0916528,way/565655565
11 NEWTON ROAD STRATHFIELD,STRATHFIELD,1998,28,67.4,0.57,exact,29.5,2117.3,8.2,3.6,0.998,residential,,,,,2135,STRATHFIELD,,-33.8785668,151.0797516,way/565655631
6 ALBYN ROAD STRATHFIELD,STRATHFIELD,1998,28,67.4,0.57,exact,41.0,1378.5,10.3,4.0,0.999,residential,,,,,2135,STRATHFIELD,,-33.8803834,151.0918565,way/565667292
290 BURWOOD ROAD BURWOOD,BURWOOD,1998,28,67.4,0.57,exact,41.0,3632.6,10.3,4.0,0.999,residential,,,,,2134,BURWOOD,,-33.8830882,151.1026875,way/565667294
2 ALVISTON STREET STRATHFIELD,STRATHFIELD,1998,28,67.4,0.57,exact,29.5,1235.9,8.2,3.6,0.998,residential,,,,,2135,STRATHFIELD,,-33.8776596,151.0892167,way/572774753
35 ROSE CRESCENT AUBURN,AUBURN,1998,28,67.4,0.23,exact,82.2,3463.4,10.7,9.3,0.826,residential,,,,,2144,CUMBERLAND,,-33.8787439,151.0151493,way/632099076
17-19 GUILFOYLE AVENUE DOUBLE BAY,DOUBLE BAY,1998,28,67.4,0.57,exact,54.1,1247.7,12.0,4.5,0.999,residential,,,,,2028,WOOLLAHRA,,-33.8758929,151.2407455,way/833461122
32 DARLING POINT ROAD DARLING POINT,DARLING POINT,1998,28,67.4,0.6,exact,25.7,1259.5,6.7,4.0,0.969,residential,,,,,2027,WOOLLAHRA,2,-33.8737601,151.2361767,way/954966050
PORTLAND STREET DOVER HEIGHTS,DOVER HEIGHTS,1998,28,67.4,0.85,nearby,40.9,30066.3,10.2,5.8,0.685,residential,,,,,2030,WAVERLEY,7,-33.8695861,151.2801008,way/875174389
550 NEW SOUTH HEAD ROAD ROSE BAY,ROSE BAY,1998,28,67.4,0.85,nearby,28.8,79771.3,6.4,6.3,0.711,residential,,,,,2029,WOOLLAHRA,5,-33.8700145,151.263829,way/875174416
43A TOWNS ROAD VAUCLUSE,VAUCLUSE,1998,28,67.4,0.27,nearby,39.2,1328.5,11.2,5.1,0.685,residential,,,,,2030,WOOLLAHRA,,-33.8645467,151.2743325,way/955398553
64 SIR THOMAS MITCHELL ROAD BONDI BEACH,BONDI BEACH,1998,28,67.4,0.6,exact,11.9,1663.1,4.9,2.4,0.999,residential,,,,,2026,WAVERLEY,,-33.8915807,151.2692449,way/1424707079
70 RAGLAN STREET MOSMAN,MOSMAN,2005,21,67.4,0.79,exact,32.8,1202.0,8.9,5.0,0.733,residential,,,,,2088,MOSMAN,2,-33.8376003,151.2357843,way/1524818999
12 ELFRIDA STREET MOSMAN,MOSMAN,1998,28,67.4,0.57,exact,31.5,2509.9,8.9,3.5,1.0,residential,,,,,2088,MOSMAN,,-33.837831,151.2415097,way/1535188835
96 CROWN ROAD QUEENSCLIFF,QUEENSCLIFF,1998,28,67.4,0.6,exact,26.0,2312.0,7.0,3.7,0.998,residential,,,,,2096,NORTHERN BEACHES,,-33.7813625,151.2834441,way/566869968
201A COPELAND ROAD BEECROFT,BEECROFT,1998,28,67.4,0.35,exact,35.1,2379.9,8.0,4.8,0.915,residential,,,,,2119,HORNSBY,,-33.7512629,151.0744191,way/935703328
9 BOWEN AVENUE SOUTH TURRAMURRA,SOUTH TURRAMURRA,1998,28,67.4,0.35,exact,29.6,1346.9,8.4,3.9,0.908,residential,,,,,2074,KU-RING-GAI,,-33.7577576,151.1082833,way/1000803874
28 THE BOULEVARD CHELTENHAM,CHELTENHAM,1998,28,67.4,0.6,exact,25.6,2598.3,6.5,3.9,0.999,residential,,,,,2119,HORNSBY,,-33.7587644,151.076191,way/1203839733
20 ROSSIAN PLACE CHERRYBROOK,CHERRYBROOK,1998,28,67.4,0.45,exact,34.4,1728.2,7.8,4.4,0.999,residential,,,,,2126,HORNSBY,,-33.7235633,151.0448888,way/1289644276
15 TALLOWWOOD AVENUE CHERRYBROOK,CHERRYBROOK,1998,28,67.4,0.72,exact,25.2,1151.3,6.3,4.0,0.999,residential,,,,,2126,HORNSBY,,-33.7261239,151.0457557,way/1290858228
71 TALLOWWOOD AVENUE CHERRYBROOK,CHERRYBROOK,1998,28,67.4,0.57,exact,50.2,1727.1,10.7,4.7,1.0,residential,,,,,2126,HORNSBY,,-33.7237339,151.0418489,way/1292539521
66 GUMNUT ROAD CHERRYBROOK,CHERRYBROOK,1998,28,67.4,0.57,exact,59.9,1050.0,9.4,6.4,0.999,residential,,,,,2126,HORNSBY,,-33.7253863,151.0404939,way/1292591477
36 ROSLYN PLACE CHERRYBROOK,CHERRYBROOK,1998,28,67.4,0.72,exact,26.6,1134.6,7.2,3.7,0.999,residential,,,,,2126,HORNSBY,,-33.7312546,151.0362456,way/1299042794
14 LONICERA PLACE CHERRYBROOK,CHERRYBROOK,1998,28,67.4,0.45,exact,50.9,1704.2,9.7,5.2,1.0,residential,,,,,2126,HORNSBY,,-33.7326018,151.0504582,way/1299708513
9 CECIL AVENUE PENNANT HILLS,PENNANT HILLS,1998,28,67.4,0.6,exact,26.8,1909.5,7.6,3.5,0.998,residential,,,,,2120,HORNSBY,,-33.7401261,151.0777605,way/1304840616
31A WERONA STREET PENNANT HILLS,PENNANT HILLS,1998,28,67.4,0.57,exact,36.2,824.0,8.7,4.2,1.0,residential,,,,,2120,HORNSBY,,-33.7320699,151.0734731,way/1308772770
20 BRIDGEVIEW CRESCENT THORNLEIGH,THORNLEIGH,1998,28,67.4,0.45,exact,31.7,1291.2,8.0,4.0,1.0,residential,,,,,2120,HORNSBY,,-33.7298735,151.0857418,way/1331480771
1 TUDOR AVENUE CHERRYBROOK,CHERRYBROOK,1998,28,67.4,0.38,exact,24.1,1209.4,7.8,3.7,0.828,residential,,,,,2126,HORNSBY,,-33.7223244,151.051996,way/1331481572
25 SUTHERLAND ROAD CHELTENHAM,CHELTENHAM,1998,28,67.4,0.62,exact,42.1,5871.7,10.0,5.5,0.77,residential,,,,,2119,HORNSBY,2,-33.7620567,151.0832903,way/1334660488
207A COPELAND ROAD BEECROFT,BEECROFT,1998,28,67.4,0.38,exact,24.5,3213.1,7.6,4.3,0.751,residential,,,,,2119,HORNSBY,,-33.7509128,151.0753973,way/1341982086
15 TALINGA PLACE CHERRYBROOK,CHERRYBROOK,1998,28,67.4,0.47,exact,37.6,1104.4,9.3,4.5,0.903,residential,,,,,2126,HORNSBY,,-33.7274669,151.0300427,way/1306116792
231-239 OLD NORTHERN ROAD CASTLE HILL,CASTLE HILL,1998,28,67.4,0.79,nearby,46.9,6199.1,9.8,5.8,0.825,residential,,,,,2154,THE HILLS SHIRE,,-33.7362,151.0020478,way/1313012014
33 WABASH AVENUE CROMER,CROMER,1998,28,67.4,0.78,exact,39.2,516.1,8.9,5.1,0.858,residential,,,,,2099,NORTHERN BEACHES,,-33.733172,151.27316,way/1416345332
8 KENNA PLACE CROMER,CROMER,1998,28,67.4,0.57,exact,31.3,1025.4,7.1,4.4,0.999,residential,,,,,2099,NORTHERN BEACHES,,-33.7316155,151.2661049,way/1416345336
27 ATHENA AVENUE ST IVES,ST IVES,1998,28,67.4,0.74,nearby,35.9,1573.0,9.0,4.0,1.0,residential,,,,,2075,KU-RING-GAI,,-33.7234757,151.1803918,way/1501703839
116 GROSE ROAD FAULCONBRIDGE,FAULCONBRIDGE,1998,28,67.4,0.57,exact,48.5,3602.9,11.7,4.2,0.999,residential,,,,,2776,BLUE MOUNTAINS,,-33.6824936,150.5474505,way/1047363846
191-195 LINDEN CRESCENT CRANEBROOK,CRANEBROOK,1998,28,67.4,0.84,exact,45.3,5942.3,9.6,4.7,0.999,residential,,,,,2749,PENRITH,,-33.7101939,150.7114132,way/1122037248
29 WARATAH ROAD TURRAMURRA,TURRAMURRA,1998,28,67.4,0.57,exact,36.9,1551.9,9.2,4.0,1.0,residential,,,,,2074,KU-RING-GAI,,-33.7426151,151.1195594,way/942757535
3 LINDEN AVENUE PYMBLE,PYMBLE,1998,28,67.4,0.57,exact,44.2,1336.7,10.7,4.1,0.999,residential,,,,,2073,KU-RING-GAI,,-33.7440527,151.1324308,way/942757555
1 ANDERSON AVENUE SOUTH TURRAMURRA,SOUTH TURRAMURRA,2005,21,67.4,0.79,exact,41.8,1339.9,9.2,5.6,0.82,residential,,,,,2074,KU-RING-GAI,,-33.7593461,151.1075863,way/1311136532
10 CARTER STREET GORDON,GORDON,1998,28,67.4,0.57,exact,28.4,1782.1,8.9,3.2,1.0,residential,,,,,2072,KU-RING-GAI,,-33.7555477,151.1614841,way/1330087179
5A BURGOYNE STREET GORDON,GORDON,1998,28,67.4,0.57,exact,52.2,1277.2,10.8,4.8,1.0,residential,,,,,2072,KU-RING-GAI,,-33.7524333,151.1537515,way/1330088602
21 VIEW STREET BLAXLAND,BLAXLAND,1998,28,67.4,0.35,exact,31.0,4495.2,8.1,4.5,0.86,residential,,,,,2774,BLUE MOUNTAINS,,-33.7444305,150.6063464,way/1011227073
71 OAKHILL DRIVE CASTLE HILL,CASTLE HILL,1998,28,67.4,0.5,exact,25.5,804.1,8.1,3.9,0.814,residential,,,,,2154,THE HILLS SHIRE,,-33.7149033,151.0233215,way/587996295
25 CURRONG CIRCUIT TERREY HILLS,TERREY HILLS,1998,28,67.4,0.35,exact,35.8,1478.6,7.5,5.3,0.901,residential,,,,,2084,NORTHERN BEACHES,,-33.6847632,151.2274128,way/1318964523
61 ILUKA AVENUE ELANORA HEIGHTS,ELANORA HEIGHTS,1998,28,67.4,0.57,exact,39.9,1397.8,10.2,3.9,1.0,residential,,,,,2101,NORTHERN BEACHES,,-33.7008458,151.2755163,way/1344693124
107-115 PACIFIC HIGHWAY HORNSBY,HORNSBY,1998,28,67.4,0.74,exact,45.4,10417.1,9.3,5.4,0.902,residential,,,,,2077,HORNSBY,,-33.7082232,151.0974189,way/1162332156
38 FARADAY ROAD PADSTOW,PADSTOW,1998,28,67.3,0.62,exact,38.2,764.3,9.0,4.9,0.867,residential,,,,,2211,CANTERBURY-BANKSTOWN,,-33.9567262,151.0295116,way/105680625
14 WAKEFORD ROAD STRATHFIELD,STRATHFIELD,1998,28,67.3,0.85,nearby,41.0,895.9,10.3,4.0,0.999,residential,,,,,2135,STRATHFIELD,,-33.8834692,151.0901873,way/565655646
7 SUMMIT PLACE STRATHFIELD,STRATHFIELD,1998,28,67.3,0.85,nearby,29.5,991.6,8.2,3.6,0.998,residential,,,,,2135,STRATHFIELD,,-33.8807077,151.0830894,way/566657645
23 PALMER AVENUE STRATHFIELD,STRATHFIELD,1998,28,67.3,0.85,nearby,29.5,904.5,8.2,3.6,0.998,residential,,,,,2135,STRATHFIELD,,-33.8869821,151.0777769,way/568460505
83 HOMEBUSH ROAD STRATHFIELD,STRATHFIELD,1998,28,67.3,0.85,nearby,72.6,1174.6,12.8,5.7,0.999,residential,,,,,2135,STRATHFIELD,,-33.8769486,151.0860997,way/938380825
6 WISTON GARDENS DOUBLE BAY,DOUBLE BAY,1998,28,67.3,0.85,nearby,35.4,801.7,10.1,3.8,0.921,residential,,,,,2028,WOOLLAHRA,,-33.8730557,151.2400582,way/954966021
45 STREATFIELD ROAD BELLEVUE HILL,BELLEVUE HILL,1998,28,67.3,0.85,nearby,41.2,1084.7,10.4,4.0,1.0,residential,,,,,2023,WOOLLAHRA,,-33.8854261,151.2523413,way/1424742934
1 BERESFORD ROAD ROSE BAY,ROSE BAY,1998,28,67.3,0.84,exact,57.3,798.5,13.0,4.6,0.955,residential,,,,,2029,WOOLLAHRA,,-33.872543,151.2565637,way/1453466597
1 KARDINIA ROAD MOSMAN,MOSMAN,1998,28,67.3,0.85,nearby,36.0,944.4,9.7,3.7,1.0,residential,,,,,2088,MOSMAN,,-33.842242,151.2513332,way/1534247359
247 SWALLOW DRIVE ERSKINE PARK,ERSKINE PARK,1998,28,67.3,0.51,nearby,34.3,823.3,8.9,4.7,0.825,residential,,,,,2759,PENRITH,,-33.7990357,150.8043525,way/1015236549
11 SIRIUS COVE ROAD MOSMAN,MOSMAN,1998,28,67.3,0.66,nearby,12.3,885.8,4.0,4.0,0.782,residential,,,,,2088,MOSMAN,,-33.8376715,151.2402253,way/1534247331
1A BEACONSFIELD ROAD MOSMAN,MOSMAN,1998,28,67.3,0.85,nearby,31.5,1009.7,9.1,3.4,1.0,residential,,,,,2088,MOSMAN,,-33.8328803,151.2509956,way/1535188962
6 WATKIN STREET JORDAN SPRINGS,JORDAN SPRINGS,1998,28,67.3,0.5,exact,28.5,657.1,7.2,5.2,0.759,residential,,,,,2747,PENRITH,,-33.7253417,150.7221519,way/1112469233
112 NEPEAN AVENUE PENRITH,PENRITH,1998,28,67.3,0.81,exact,41.1,323879.0,9.1,5.6,0.802,residential,,,,,2750,PENRITH,2,-33.756711,150.6770762,way/459893554
1 FANE PLACE DOONSIDE,DOONSIDE,1998,28,67.3,0.38,nearby,40.8,833.7,11.2,5.2,0.704,residential,,,,,2767,BLACKTOWN,,-33.7529865,150.866449,way/1410252642
19 ORCHARD STREET PENNANT HILLS,PENNANT HILLS,1998,28,67.3,0.81,exact,40.1,337496.6,9.6,5.7,0.732,residential,,,,,2120,HORNSBY,4,-33.7371831,151.0839213,way/1308426915
96 CASUARINA DRIVE CHERRYBROOK,CHERRYBROOK,1998,28,67.3,0.85,nearby,60.0,1060.1,12.2,4.9,0.999,residential,,,,,2126,HORNSBY,2,-33.7292181,151.0414112,way/1292632348
11 GRAYLIND AVENUE WEST PENNANT HILLS,WEST PENNANT HILLS,1998,28,67.3,0.85,nearby,41.6,1056.2,10.3,4.0,1.0,residential,,,,,2125,THE HILLS SHIRE,,-33.7388645,151.0425343,way/1337302549
20 HAVEN COURT CHERRYBROOK,CHERRYBROOK,1998,28,67.3,0.77,exact,19.4,632.0,6.9,3.2,0.876,residential,,,,,2126,HORNSBY,,-33.72892,151.0300148,way/1303036023
5 LES SHORE PLACE CASTLE HILL,CASTLE HILL,1998,28,67.3,0.68,exact,43.9,43566.3,8.1,7.6,0.713,residential,,,,,2154,THE HILLS SHIRE,,-33.7275208,151.0055369,way/1325620217
5 SAFORD STREET FORESTVILLE,FORESTVILLE,1998,28,67.3,0.85,nearby,29.8,1015.5,8.7,3.6,0.967,residential,,,,,2087,NORTHERN BEACHES,,-33.7515204,151.2165446,way/868518728
6 MAYBROOK AVENUE CROMER,CROMER,1998,28,67.3,0.85,nearby,40.6,860.8,9.7,4.2,1.0,residential,,,,,2099,NORTHERN BEACHES,,-33.7373198,151.2672965,way/1364304659
25 RYRIE AVENUE CROMER,CROMER,1998,28,67.3,0.85,nearby,37.1,989.8,10.2,4.0,0.92,residential,,,,,2099,NORTHERN BEACHES,,-33.7377303,151.2773017,way/1364686742
3 THEW PARADE CROMER,CROMER,1998,28,67.3,0.81,exact,33.3,44821.1,8.2,5.5,0.734,residential,,,,,2099,NORTHERN BEACHES,,-33.7355362,151.2842087,way/1425805577
97A SIR THOMAS MITCHELL DRIVE DAVIDSON,DAVIDSON,1998,28,67.3,0.81,exact,34.7,574054.0,9.5,4.4,0.828,residential,,,,,2085,NORTHERN BEACHES,,-33.7367818,151.1874247,way/1346335038
21/39 HAWKESBURY ROAD SPRINGWOOD,SPRINGWOOD,1998,28,67.3,0.81,exact,36.1,745850.4,9.3,4.9,0.788,residential,,,,,2777,BLUE MOUNTAINS,,-33.6972568,150.5788691,way/1330135289
2 CROSBY AVENUE BEAUMONT HILLS,BEAUMONT HILLS,1998,28,67.3,0.51,nearby,30.3,1176.0,8.4,4.9,0.737,residential,,,,,2155,THE HILLS SHIRE,,-33.7010141,150.9392723,way/1391094358
19 PARK ROAD KENTHURST,KENTHURST,1998,28,67.3,0.81,exact,47.4,33436.5,10.2,5.7,0.814,residential,,,,,2156,THE HILLS SHIRE,2,-33.6419516,151.0013613,way/504000541
22 PARTRIDGE AVENUE MIRANDA,MIRANDA,1998,28,67.2,0.34,exact,39.1,1196.8,9.6,5.5,0.741,residential,,,,,2228,SUTHERLAND SHIRE,,-34.0400614,151.1060611,way/1433698632
18-20 MOOKI STREET MIRANDA,MIRANDA,1998,28,67.2,0.34,exact,31.5,1881.8,8.0,4.4,0.884,residential,,,,,2228,SUTHERLAND SHIRE,,-34.0394223,151.1055473,way/1481764242
