address,suburb,postcode,council,earliest_confirmed_year,min_age_years,lead_score,age_confidence,address_match,area_m2,lot_m2,length_m,width_m,rect_fill,category,pools_at_address,reno_state,ti_now,contact_name,contact_phone,contact_email,contact_website,lat,lon,osm_id
26 JANET AVENUE THORNLEIGH,THORNLEIGH,2120,HORNSBY,1991,35,59.0,0.58,exact,41.9,1105.0,9.3,4.5,0.998,residential,,dark_throughout,0.388,,,,,-33.7293034,151.0777112,way/1331467587
22 FAIRBURN AVENUE WEST PENNANT HILLS,WEST PENNANT HILLS,2125,THE HILLS SHIRE,1998,28,59.0,0.26,exact,26.6,1279.5,8.9,3.4,0.879,residential,,renovated_pre2005,0.357,,,,,-33.7438233,151.0497296,way/1341981006
20 BOLDREWOOD PLACE CHERRYBROOK,CHERRYBROOK,2126,HORNSBY,1991,35,59.0,0.6,exact,29.8,1160.0,9.1,3.7,0.89,residential,2,dark_throughout,0.439,,,,,-33.7192673,151.0324429,way/1316580251
12 SHEPHERDS DRIVE CHERRYBROOK,CHERRYBROOK,2126,HORNSBY,1998,28,59.0,0.6,nearby,23.2,1068.5,6.5,3.5,0.998,residential,,renovated_pre2005,0.43,,,,,-33.7234838,151.0394208,way/1277797007
13 FITZROY ROAD CROMER,CROMER,2099,NORTHERN BEACHES,1991,35,59.0,0.52,exact,26.8,1011.9,8.6,4.3,0.725,residential,,dark_throughout,0.429,,,,,-33.7345859,151.2674421,way/1426664604
3 APSLEY COURT CRANEBROOK,CRANEBROOK,2749,PENRITH,1998,28,59.0,0.46,exact,15.1,994.2,6.2,2.4,0.999,residential,,renovated_pre2005,0.25,,,,,-33.7154053,150.6981156,way/1119284466
71 SOLING CRESCENT CRANEBROOK,CRANEBROOK,2749,PENRITH,1998,28,59.0,0.72,exact,35.1,1237.2,9.0,4.3,0.899,residential,,dark_throughout,0.446,,,,,-33.7183061,150.7014241,way/1122027573
11 PARK AVENUE GORDON,GORDON,2072,KU-RING-GAI,1998,28,59.0,0.64,exact,29.6,1766.9,8.2,3.6,0.999,residential,,mid_tone,0.734,,,,,-33.7540182,151.1552527,way/1330087172
21 FEATHERWOOD AVENUE CHERRYBROOK,CHERRYBROOK,2126,HORNSBY,1991,35,59.0,0.58,exact,35.3,1063.3,8.2,4.3,1.0,residential,,dark_throughout,0.468,,,,,-33.7126341,151.0481289,way/1298773629
66 ELANORA ROAD ELANORA HEIGHTS,ELANORA HEIGHTS,2101,NORTHERN BEACHES,1998,28,59.0,0.24,exact,16.0,1219.1,5.7,2.8,0.999,residential,,renovated_pre2005,0.346,,,,,-33.7038515,151.2824996,way/799014984
101 THE WOODS CIRCUIT MENAI,MENAI,2234,SUTHERLAND SHIRE,1998,28,58.9,0.6,exact,18.1,739.8,6.4,2.8,0.999,residential,,renovated_pre2005,0.388,,,,,-34.0217431,151.0189476,way/1340904856
11 MITCHELL AVENUE JANNALI,JANNALI,2226,SUTHERLAND SHIRE,1998,28,58.9,0.5,nearby,19.6,3146.5,7.1,3.1,0.891,residential,,renovated_pre2005,0.437,,,,,-34.0157024,151.0635656,way/569594655
18 CARTER ROAD MENAI,MENAI,2234,SUTHERLAND SHIRE,1998,28,58.9,0.59,nearby,98.2,947.7,14.1,7.0,0.999,residential,,renovated_pre2005,0.364,,,,,-34.0183256,151.0119548,way/1362076837
23A YANDARLO STREET CROYDON PARK,CROYDON PARK,2133,CANTERBURY-BANKSTOWN,1986,40,58.9,0.95,exact,37.5,587.3,9.1,5.4,0.771,residential,,renovated_recent,0.341,,,,,-33.9002783,151.0969792,way/1176899498
29 JENKINSON DRIVE ELIZABETH HILLS,ELIZABETH HILLS,2171,LIVERPOOL,1998,28,58.9,0.34,exact,27.7,849.1,6.5,4.6,0.929,residential,,renovated_pre2005,0.414,,,,,-33.8987469,150.8440409,way/1551247330
39 LLANDILO AVENUE STRATHFIELD,STRATHFIELD,2135,STRATHFIELD,1986,40,58.9,1.0,exact,29.5,2324.8,8.2,3.6,0.998,residential,3,renovated_recent,0.492,,,,,-33.8815232,151.087539,way/565655641
40A ARTHUR STREET STRATHFIELD,STRATHFIELD,2135,STRATHFIELD,1998,28,58.9,0.36,exact,74.2,557.3,12.1,6.1,0.999,residential,,renovated_pre2005,0.472,,,,,-33.8707329,151.0746336,way/565661396
9 BYER STREET ENFIELD,ENFIELD,2136,BURWOOD,1998,28,58.9,0.74,exact,29.5,918.0,8.2,3.6,0.998,residential,,mid_tone,0.674,,,,,-33.8879852,151.0924851,way/565667166
27 RAVENNA STREET STRATHFIELD,STRATHFIELD,2135,STRATHFIELD,1998,28,58.9,0.74,exact,41.0,1070.6,10.3,4.0,0.999,residential,,mid_tone,0.591,,,,,-33.8829754,151.077091,way/566657715
1 AGNES STREET STRATHFIELD,STRATHFIELD,2135,STRATHFIELD,1998,28,58.9,0.74,exact,41.0,1028.7,10.3,4.0,0.999,residential,,mid_tone,0.711,,,,,-33.8803923,151.0896826,way/566946544
8 WYUNA ROAD POINT PIPER,POINT PIPER,2027,WOOLLAHRA,1998,28,58.9,0.63,exact,75.7,1188.7,12.4,6.3,0.973,residential,,mid_tone,0.786,,,,,-33.866604,151.2523996,way/954965956
9 BERESFORD CRESCENT BELLEVUE HILL,BELLEVUE HILL,2023,WOOLLAHRA,1998,28,58.9,0.74,nearby,15.3,767.0,4.1,3.8,0.982,residential,,renovated_pre2005,0.429,,,,,-33.8762009,151.2559454,way/955843292
10 MOORE STREET BONDI,BONDI,2026,WAVERLEY,1998,28,58.9,0.6,exact,10.3,679.1,5.2,2.0,0.999,residential,,renovated_pre2005,0.42,,,,,-33.8917557,151.2656828,way/1424742920
24 SWAMPHEN STREET ERSKINE PARK,ERSKINE PARK,2759,PENRITH,1998,28,58.9,0.65,exact,29.5,899.7,8.9,3.8,0.873,residential,,mid_tone,0.671,,,,,-33.7994208,150.809391,way/1015390396
42 DERBY STREET VAUCLUSE,VAUCLUSE,2030,WOOLLAHRA,1986,40,58.9,1.0,exact,36.8,972.2,7.8,4.9,0.961,residential,,renovated_recent,0.44,,,,,-33.8480186,151.2851303,way/1481742985
8 GREGORY TERRACE LAPSTONE,LAPSTONE,2773,BLUE MOUNTAINS,1986,40,58.9,1.0,exact,47.1,873.1,10.5,4.8,0.942,residential,,renovated_recent,0.35,,,,,-33.7725708,150.6400746,way/963426831
9 HANDLEY AVENUE THORNLEIGH,THORNLEIGH,2120,HORNSBY,1998,28,58.9,0.82,exact,28.1,997.3,8.2,3.9,0.887,residential,,dark_throughout,0.471,,,,,-33.7342926,151.0847423,way/980062192
320 MALTON ROAD NORTH EPPING,NORTH EPPING,2121,HORNSBY,1998,28,58.9,0.6,exact,39.1,1706.0,9.1,5.5,0.777,residential,,dark_throughout,0.434,,,,,-33.7590138,151.0972717,way/1000929075
125 DAVID ROAD CASTLE HILL,CASTLE HILL,2154,THE HILLS SHIRE,1998,28,58.9,0.82,exact,49.3,1074.2,12.3,5.4,0.741,residential,,dark_throughout,0.426,,,,,-33.7246071,151.029737,way/1284407564
29 DUER PLACE CHERRYBROOK,CHERRYBROOK,2126,HORNSBY,1998,28,58.9,0.63,exact,48.1,1301.2,10.7,4.5,1.0,residential,,mid_tone,0.635,,,,,-33.7253139,151.0497962,way/1297354516
2 HAMPDEN ROAD PENNANT HILLS,PENNANT HILLS,2120,HORNSBY,1991,35,58.9,0.52,exact,39.1,722.6,9.5,5.3,0.766,residential,,dark_throughout,0.532,,,,,-33.7398433,151.0714866,way/1316928001
9 TAYLOR PLACE PENNANT HILLS,PENNANT HILLS,2120,HORNSBY,1991,35,58.9,0.96,exact,42.5,1365.2,11.5,5.2,0.714,residential,,renovated_recent,0.447,,,,,-33.7282437,151.0665791,way/1322847560
26 CASTLE HILL ROAD WEST PENNANT HILLS,WEST PENNANT HILLS,2125,THE HILLS SHIRE,1998,28,58.9,0.6,exact,54.1,3161.9,12.3,5.7,0.773,residential,,dark_throughout,0.373,,,,,-33.7474564,151.0499267,way/1324922813
8 MONTEREY PLACE CHERRYBROOK,CHERRYBROOK,2126,HORNSBY,1998,28,58.9,0.47,exact,36.3,725.6,9.2,3.9,0.999,residential,,renovated_pre2005,0.441,,,,,-33.7248909,151.0361655,way/1287361254
1A DOULTON DRIVE CHERRYBROOK,CHERRYBROOK,2126,HORNSBY,1998,28,58.9,0.61,nearby,37.2,781.7,8.7,4.3,0.999,residential,,renovated_pre2005,0.389,,,,,-33.7297715,151.0324862,way/1301028814
177B CASTLE HILL ROAD CASTLE HILL,CASTLE HILL,2154,THE HILLS SHIRE,1991,35,58.9,0.76,nearby,24.3,1001.6,6.5,5.0,0.758,residential,,dark_throughout,0.433,,,,,-33.7312035,151.0165294,way/1315663343
13 PANORAMA CRESCENT FRENCHS FOREST,FRENCHS FOREST,2086,NORTHERN BEACHES,1986,40,58.9,1.0,exact,45.9,1094.1,9.8,4.7,0.998,residential,,renovated_recent,0.479,,,,,-33.754708,151.2265839,way/868518734
29 CONSUL ROAD BROOKVALE,BROOKVALE,2100,NORTHERN BEACHES,1998,28,58.9,0.6,exact,16.4,790.1,6.3,2.6,1.0,residential,,renovated_pre2005,0.5,,,,,-33.7594844,151.2700423,way/1033367531
2 GIPPS PLACE CROMER,CROMER,2099,NORTHERN BEACHES,1986,40,58.9,1.0,exact,41.0,847.3,9.0,4.8,0.943,residential,,renovated_recent,0.547,,,,,-33.7316909,151.2605492,way/1364988988
16 HAWEA PLACE BELROSE,BELROSE,2085,NORTHERN BEACHES,1991,35,58.9,0.38,exact,33.9,981.3,12.1,3.6,0.78,residential,,mid_tone,0.568,,,,,-33.7381834,151.217031,way/1543130215
19 SNUGGLEPOT DRIVE FAULCONBRIDGE,FAULCONBRIDGE,2776,BLUE MOUNTAINS,1991,35,58.9,0.43,nearby,46.8,3024.4,8.0,5.8,0.999,residential,,mid_tone,0.587,,,,,-33.6884539,150.5507171,way/1027289466
8 GREY HORSE CLOSE SOUTH TURRAMURRA,SOUTH TURRAMURRA,2074,KU-RING-GAI,1986,40,58.9,0.89,exact,43.2,1247.7,9.3,4.7,0.999,residential,,renovated_recent,0.447,,,,,-33.7513806,151.1082384,way/941632483
20 WATTLECLIFFE DRIVE BLAXLAND,BLAXLAND,2774,BLUE MOUNTAINS,1998,28,58.9,0.32,exact,37.6,804.1,9.1,4.1,1.0,residential,,renovated_pre2005,0.464,,,,,-33.7480736,150.6130503,way/1011150058
8 JUBILEE STREET WAHROONGA,WAHROONGA,2076,KU-RING-GAI,1991,35,58.9,0.51,exact,29.9,1332.0,9.4,3.9,0.814,residential,,unknown,0.379,,,,,-33.7070063,151.1129197,way/1222230956
4 CAMBOURNE AVENUE ST IVES,ST IVES,2075,KU-RING-GAI,1998,28,58.9,0.48,exact,54.3,1368.5,12.2,6.3,0.705,residential,,dark_throughout,0.318,,,,,-33.7189187,151.1828156,way/1499250763
3 CALDER PLACE ST IVES,ST IVES,2075,KU-RING-GAI,1998,28,58.9,0.48,exact,37.4,1425.8,10.6,5.0,0.711,residential,,dark_throughout,0.372,,,,,-33.7159175,151.1665391,way/1499864739
17 COPPLESTONE PLACE CASTLE HILL,CASTLE HILL,2154,THE HILLS SHIRE,1998,28,58.9,0.07,exact,58.1,1544.7,19.1,4.6,0.657,residential,,renovated_pre2005,0.395,,,,,-33.7159453,151.0203768,way/1315630214
9 BURNLEY AVENUE NORTH TURRAMURRA,NORTH TURRAMURRA,2074,KU-RING-GAI,1998,28,58.9,0.34,exact,21.1,1332.1,7.6,3.0,0.935,residential,,renovated_pre2005,0.46,,,,,-33.7170369,151.1501243,way/1310960976
44 EORA STREET BARDIA,BARDIA,2565,CAMPBELLTOWN,1998,28,58.8,0.51,nearby,32.0,628.4,8.8,4.2,0.87,residential,,renovated_pre2005,0.461,,,,,-33.9776464,150.8610951,way/1414354114
18 WOODWARD AVENUE STRATHFIELD,STRATHFIELD,2135,STRATHFIELD,1998,28,58.8,0.73,exact,41.0,1131.6,10.3,4.0,0.999,residential,2,mid_tone,0.667,,,,,-33.8789621,151.0909385,way/567798271
24 MINTARO AVENUE STRATHFIELD,STRATHFIELD,2135,STRATHFIELD,1998,28,58.8,0.73,exact,41.0,1009.9,10.3,4.0,0.999,residential,,mid_tone,0.556,,,,,-33.8882525,151.0887158,way/565667142
103 REDMYRE ROAD STRATHFIELD,STRATHFIELD,2135,STRATHFIELD,1998,28,58.8,0.62,exact,72.6,1956.8,12.8,5.7,0.999,residential,2,mid_tone,0.628,,,,,-33.8762018,151.0824995,way/565667367
4 DICKSON STREET STRATHFIELD,STRATHFIELD,2135,STRATHFIELD,1991,35,58.8,0.45,exact,74.0,1381.3,12.1,6.1,1.0,residential,,dark_throughout,0.5,,,,,-33.8721356,151.0793057,way/570210574
6 NANCY STREET NORTH BONDI,NORTH BONDI,2026,WAVERLEY,1998,28,58.8,0.53,nearby,27.1,666.8,6.9,4.9,0.8,residential,,renovated_pre2005,0.414,,,,,-33.8815956,151.2758892,way/955333197
20 FULLERTON STREET WOOLLAHRA,WOOLLAHRA,2025,WOOLLAHRA,1998,28,58.8,0.65,exact,16.1,2232.7,5.0,3.2,1.0,residential,,mid_tone,0.786,,,,,-33.8839075,151.2402582,way/1424707022
36 STREATFIELD ROAD BELLEVUE HILL,BELLEVUE HILL,2023,WOOLLAHRA,1998,28,58.8,0.3,exact,29.9,902.1,9.0,4.8,0.7,residential,,mid_tone,0.676,,,,,-33.8845779,151.2521734,way/1424742898
22 BURRAWONG AVENUE MOSMAN,MOSMAN,2088,MOSMAN,1998,28,58.8,0.31,exact,54.9,1133.1,13.0,4.2,1.0,residential,,renovated_pre2005,0.397,,,,,-33.8402672,151.2474175,way/1534247304
29 BAMBARA CRESCENT BEECROFT,BEECROFT,2119,HORNSBY,2005,21,58.8,0.76,exact,28.5,1349.6,7.4,6.2,0.624,residential,,mid_tone,0.644,,,,,-33.7624381,151.0613981,way/870974845
9 LEMONGRASS PLACE CHERRYBROOK,CHERRYBROOK,2126,HORNSBY,1998,28,58.8,0.76,exact,19.6,1038.4,5.3,3.7,0.998,residential,,mid_tone,0.742,,,,,-33.7223407,151.0381628,way/1290254959
18 MAYBUSH PLACE CHERRYBROOK,CHERRYBROOK,2126,HORNSBY,1991,35,58.8,0.57,exact,48.7,1063.1,8.2,6.0,0.999,residential,2,dark_throughout,0.423,,,,,-33.7310641,151.0481859,way/1299177701
12X PECAN CLOSE CHERRYBROOK,CHERRYBROOK,2126,HORNSBY,1991,35,58.8,0.75,nearby,24.6,1339.5,7.4,3.8,0.863,residential,,dark_throughout,0.283,,,,,-33.7215206,151.0536581,way/1318314952
96 COPELAND ROAD BEECROFT,BEECROFT,2119,HORNSBY,1998,28,58.8,0.62,exact,39.6,1386.5,10.2,4.2,0.932,residential,,mid_tone,0.594,,,,,-33.7523482,151.0597055,way/1331883081
83 CHURCH STREET CASTLE HILL,CASTLE HILL,2154,THE HILLS SHIRE,1986,40,58.8,0.88,exact,51.0,1218.1,9.9,5.3,0.971,residential,,renovated_recent,0.394,,,,,-33.7424757,151.0071844,way/678304807
23 GEORGE MOBBS DRIVE CASTLE HILL,CASTLE HILL,2154,THE HILLS SHIRE,1986,40,58.8,0.9,exact,40.6,1003.9,8.4,5.6,0.865,residential,,renovated_recent,0.41,,,,,-33.749911,151.0002814,way/682329085
208 FISHER ROAD NORTH CROMER,NORTH CROMER,,,1998,28,58.8,0.31,exact,23.9,929.9,11.8,2.9,0.707,residential,,renovated_pre2005,0.431,,,,,-33.7366541,151.2794142,way/1364700513
112 TORONTO AVENUE CROMER,CROMER,2099,NORTHERN BEACHES,1986,40,58.8,0.9,exact,57.0,940.6,12.5,5.5,0.834,residential,,renovated_recent,0.378,,,,,-33.7312113,151.269585,way/1426872982
1 HOPE PLACE BEAUMONT HILLS,BEAUMONT HILLS,2155,THE HILLS SHIRE,1998,28,58.8,0.35,exact,29.2,725.8,8.0,3.7,0.999,residential,,renovated_pre2005,0.492,,,,,-33.7014153,150.9373784,way/1392921085
4 HOYA PLACE CHERRYBROOK,CHERRYBROOK,2126,HORNSBY,1991,35,58.8,0.53,nearby,44.0,1069.6,9.3,4.8,1.0,residential,,mid_tone,0.658,,,,,-33.7158511,151.0548292,way/1279628073
10 NELLA STREET PADSTOW,PADSTOW,2211,CANTERBURY-BANKSTOWN,1998,28,58.7,0.82,exact,56.0,538.1,10.0,6.3,0.88,residential,,mid_tone,0.714,,,,,-33.961017,151.0361759,way/675092996
187 HOMEBUSH ROAD STRATHFIELD,STRATHFIELD,2135,STRATHFIELD,1991,35,58.7,0.67,exact,41.0,1076.4,10.3,4.0,0.999,residential,,dark_throughout,0.362,,,,,-33.8877604,151.0837537,way/565655671
2 MERLEY ROAD STRATHFIELD,STRATHFIELD,2135,STRATHFIELD,1998,28,58.7,0.55,nearby,72.7,944.7,12.8,5.7,0.999,residential,,renovated_pre2005,0.52,,,,,-33.8734008,151.078845,way/565661380
3 GELLING AVENUE STRATHFIELD,STRATHFIELD,2135,STRATHFIELD,1998,28,58.7,0.61,exact,29.5,1300.9,8.2,3.6,0.998,residential,2,mid_tone,0.712,,,,,-33.8826658,151.0841414,way/566064579
56 HUNTER STREET STRATHFIELD,STRATHFIELD,2135,STRATHFIELD,1998,28,58.7,0.55,nearby,29.5,980.6,8.2,3.6,0.998,residential,,renovated_pre2005,0.539,,,,,-33.8864379,151.0859715,way/565667162
79 CHALMERS ROAD STRATHFIELD,STRATHFIELD,2135,STRATHFIELD,1986,40,58.7,0.98,exact,29.5,1408.1,8.2,3.6,0.998,residential,2,renovated_recent,0.545,,,,,-33.8830713,151.0812403,way/565667210
30 NEWTON ROAD STRATHFIELD,STRATHFIELD,2135,STRATHFIELD,1998,28,58.7,0.75,exact,25.0,1012.6,6.2,4.0,0.998,residential,,mid_tone,0.557,,,,,-33.878609,151.0779705,way/566941472
21 VICTORIA SQUARE ASHFIELD,ASHFIELD,2131,INNER WEST,1998,28,58.7,0.58,nearby,14.1,1141.3,3.9,3.6,0.999,residential,,renovated_pre2005,0.519,,,,,-33.897906,151.1306551,way/607998485
220 MILITARY ROAD DOVER HEIGHTS,DOVER HEIGHTS,2030,WAVERLEY,1998,28,58.7,0.85,nearby,63.0,461.2,13.5,4.7,1.0,residential,,renovated_pre2005,0.456,,,,,-33.8724323,151.2803217,way/875174410
25 THORNE STREET EDGECLIFF,EDGECLIFF,2027,WOOLLAHRA,1998,28,58.7,0.78,exact,20.0,348.4,5.1,3.9,0.999,residential,,renovated_pre2005,0.283,,,,,-33.8818826,151.2377614,way/1231059502
19 ANCHORAGE STREET ST CLAIR,ST CLAIR,2759,PENRITH,1991,35,58.7,0.81,nearby,29.6,913.1,7.7,4.1,0.927,residential,,dark_throughout,0.297,,,,,-33.797422,150.8037145,way/1015390405
20 GAVIN PLACE CHERRYBROOK,CHERRYBROOK,2126,HORNSBY,1998,28,58.7,0.79,exact,56.1,1415.7,9.2,6.1,0.999,residential,,dark_throughout,0.431,,,,,-33.7211799,151.0472474,way/1287045737
4 FLAME TREE PLACE CHERRYBROOK,CHERRYBROOK,2126,HORNSBY,1991,35,58.7,0.81,nearby,38.0,1098.3,8.7,4.3,0.999,residential,,dark_throughout,0.358,,,,,-33.7316931,151.0476003,way/1294970992
44 STATION STREET THORNLEIGH,THORNLEIGH,2120,HORNSBY,1998,28,58.7,0.45,exact,41.2,647.0,10.0,4.1,0.999,residential,,renovated_pre2005,0.275,,,,,-33.7334526,151.0823372,way/1306278300
84 BELLAMY STREET PENNANT HILLS,PENNANT HILLS,2120,HORNSBY,1991,35,58.7,0.51,nearby,24.9,1668.1,8.1,5.2,0.589,residential,,dark_throughout,0.487,,,,,-33.7309366,151.0689017,way/1324584083
240-242 PENNANT HILLS ROAD THORNLEIGH,THORNLEIGH,2120,HORNSBY,1998,28,58.7,0.55,nearby,29.5,1058.8,8.6,3.5,1.0,residential,,renovated_pre2005,0.37,,,,,-33.7308071,151.081195,way/1328735339
10 LEWIS COURT CASTLE HILL,CASTLE HILL,2154,THE HILLS SHIRE,1998,28,58.7,0.41,exact,47.1,1397.2,10.3,5.3,0.864,residential,,mid_tone,0.701,,,,,-33.7452556,151.0048607,way/790887210
59 ATHENA AVENUE ST IVES,ST IVES,2075,KU-RING-GAI,1998,28,58.7,0.52,exact,40.7,1403.3,10.1,4.5,0.905,residential,,mid_tone,0.707,,,,,-33.7202221,151.1812725,way/1499864736
31 DRUMMOND ROAD BEAUMONT HILLS,BEAUMONT HILLS,2155,THE HILLS SHIRE,1998,28,58.7,0.7,nearby,39.1,651.7,9.4,4.1,0.999,residential,,renovated_pre2005,0.391,,,,,-33.6975195,150.9358029,way/1470182011
4 PRAHA PLACE KELLYVILLE,KELLYVILLE,2155,THE HILLS SHIRE,1998,28,58.7,0.69,nearby,26.1,995.3,8.0,3.3,1.0,residential,,renovated_pre2005,0.478,,,,,-33.7045531,150.9453369,way/1482066944
80 PURCHASE ROAD CHERRYBROOK,CHERRYBROOK,2126,HORNSBY,1998,28,58.7,0.79,exact,29.6,1506.2,7.1,4.1,0.999,residential,,dark_throughout,0.454,,,,,-33.7172301,151.0420766,way/1294735374
1 HIGHLANDS AVENUE WAHROONGA,WAHROONGA,2076,KU-RING-GAI,1991,35,58.7,0.72,nearby,45.4,1009.2,9.1,5.5,0.897,residential,,dark_throughout,0.305,,,,,-33.7129978,151.1106292,way/1162725581
5 NEILSON CRESCENT BLIGH PARK,BLIGH PARK,2756,HAWKESBURY,1998,28,58.7,0.41,exact,35.4,949.5,8.6,4.9,0.837,residential,,mid_tone,0.65,,,,,-33.6404553,150.8030243,way/1213038529
8 COOK STREET SUTHERLAND,SUTHERLAND,2232,SUTHERLAND SHIRE,1998,28,58.6,0.57,nearby,26.3,3701.1,7.8,3.4,0.998,residential,,renovated_pre2005,0.458,,,,,-34.0358953,151.0619041,way/550332481
13 YAMBA ROAD COMO,COMO,2226,SUTHERLAND SHIRE,1998,28,58.6,0.61,exact,42.4,899.1,9.0,5.1,0.932,residential,,mid_tone,0.792,,,,,-34.005557,151.0667073,way/1136412641
25 FIFTH STREET ASHBURY,ASHBURY,2193,CANTERBURY-BANKSTOWN,1998,28,58.6,0.47,exact,8.6,681.4,3.0,2.8,0.999,residential,,renovated_pre2005,0.326,,,,,-33.8995434,151.1229755,way/1228048653
1 BATES STREET STRATHFIELD,STRATHFIELD,2135,STRATHFIELD,1998,28,58.6,0.43,nearby,61.5,1199.3,11.0,5.6,0.999,residential,,renovated_pre2005,0.32,,,,,-33.8704869,151.0762545,way/568398625
14 RUSSELL STREET WOOLLAHRA,WOOLLAHRA,2025,WOOLLAHRA,1998,28,58.6,0.85,exact,21.2,962.3,7.1,3.0,0.999,residential,,mid_tone,0.731,,,,,-33.887874,151.2470978,way/1424742928
12 BURTON STREET MOSMAN,MOSMAN,2088,MOSMAN,1991,35,58.6,0.62,nearby,27.4,1047.2,7.0,5.6,0.698,residential,,dark_throughout,0.371,,,,,-33.8170202,151.2346543,way/1532947651
333 PENNANT HILLS ROAD PENNANT HILLS,PENNANT HILLS,2120,HORNSBY,1991,35,58.6,0.55,exact,36.6,850.9,9.1,4.3,0.937,residential,,dark_throughout,0.441,,,,,-33.7356354,151.0761279,way/1308445547
3 BRUSHFORD AVENUE CASTLE HILL,CASTLE HILL,2154,THE HILLS SHIRE,1991,35,58.6,0.69,nearby,41.1,1394.5,8.6,5.0,0.959,residential,,dark_throughout,0.451,,,,,-33.7475433,151.003763,way/677788390
47 CAMBEWARRA AVENUE CASTLE HILL,CASTLE HILL,2154,THE HILLS SHIRE,1986,40,58.6,0.66,exact,46.4,1339.3,10.9,5.6,0.763,residential,,renovated_recent,0.379,,,,,-33.7446059,151.0027223,way/681292920
42-42A PEARCE STREET BAULKHAM HILLS,BAULKHAM HILLS,2153,THE HILLS SHIRE,1986,40,58.6,0.88,exact,36.7,808.0,9.0,4.8,0.849,residential,2,renovated_recent,0.515,,,,,-33.7503051,150.9962793,way/682329062
42 CAMBEWARRA AVENUE CASTLE HILL,CASTLE HILL,2154,THE HILLS SHIRE,1991,35,58.6,0.6,nearby,40.4,1344.3,9.5,5.0,0.855,residential,,dark_throughout,0.377,,,,,-33.7451082,151.0032726,way/785726464
21 TIMOTHY AVENUE CASTLE HILL,CASTLE HILL,2154,THE HILLS SHIRE,1998,28,58.6,0.85,exact,27.9,1056.1,8.0,3.6,0.961,residential,,mid_tone,0.671,,,,,-33.7380576,151.0115535,way/800264357
21 JINDABYNE AVENUE BAULKHAM HILLS,BAULKHAM HILLS,2153,THE HILLS SHIRE,1998,28,58.6,0.85,exact,27.2,1078.4,9.0,3.3,0.929,residential,,mid_tone,0.667,,,,,-33.7537006,150.998547,way/805269571
37 MCCUSKER CRESCENT CHERRYBROOK,CHERRYBROOK,2126,HORNSBY,1991,35,58.6,0.8,nearby,29.5,852.5,7.8,3.8,0.999,residential,,dark_throughout,0.446,,,,,-33.7239924,151.0373594,way/1279617767
11 CARISSA AVENUE ST IVES,ST IVES,2075,KU-RING-GAI,1998,28,58.6,0.6,exact,56.0,1393.2,12.8,6.3,0.688,residential,2,unknown,0.378,,,,,-33.7208788,151.1755469,way/1501755596
30 NELSON STREET GORDON,GORDON,2072,KU-RING-GAI,1998,28,58.6,0.63,exact,25.8,3208.0,6.8,3.8,0.999,residential,,mid_tone,0.562,,,,,-33.7540892,151.1602747,way/1330089830
21 ALBERTA AVENUE COWAN,COWAN,2081,HORNSBY,1998,28,58.6,0.61,exact,38.7,1022.1,8.7,4.5,0.999,residential,,mid_tone,0.775,,,,,-33.588129,151.167846,way/1330540766
40 BELEMBA AVENUE ROSELANDS,ROSELANDS,2196,CANTERBURY-BANKSTOWN,1991,35,58.5,0.49,exact,39.0,708.3,9.8,5.0,0.803,residential,,dark_throughout,0.508,,,,,-33.9303811,151.0791242,way/730963555
8 CHILTERN STREET RANDWICK,RANDWICK,2031,RANDWICK,1998,28,58.5,0.85,exact,35.1,312.4,9.1,5.0,0.766,residential,,mid_tone,0.734,,,,,-33.9226301,151.2365078,way/1486197435
102 BARKER ROAD STRATHFIELD,STRATHFIELD,2135,STRATHFIELD,1998,28,58.5,0.6,exact,29.5,2179.6,8.2,3.6,0.998,residential,,mid_tone,0.658,,,,,-33.876723,151.0715202,way/567798268
3 MACKENZIE STREET HOMEBUSH,HOMEBUSH,2140,STRATHFIELD,1998,28,58.5,0.32,exact,61.5,792.5,11.0,5.6,0.999,residential,,renovated_pre2005,0.444,,,,,-33.8657661,151.0758606,way/574683432
15-17 WAKEFORD ROAD STRATHFIELD,STRATHFIELD,2135,STRATHFIELD,1998,28,58.5,0.42,nearby,29.5,2582.3,8.2,3.6,0.998,residential,,renovated_pre2005,0.459,,,,,-33.8833536,151.090169,way/938380832
19 WALLIS AVENUE STRATHFIELD,STRATHFIELD,2135,STRATHFIELD,1998,28,58.5,0.6,exact,41.0,1608.8,10.3,4.0,0.998,residential,,mid_tone,0.556,,,,,-33.8804553,151.0799008,way/944630324
2A ROSEDALE STREET DULWICH HILL,DULWICH HILL,2203,INNER WEST,1998,28,58.5,0.47,exact,29.7,370.1,7.8,3.8,0.999,residential,,renovated_pre2005,0.469,,,,,-33.8964761,151.137642,way/608000134
21 KOBADA ROAD DOVER HEIGHTS,DOVER HEIGHTS,2030,WAVERLEY,1998,28,58.5,0.75,exact,41.8,564.4,9.6,4.4,0.999,residential,,mid_tone,0.751,,,,,-33.8666548,151.2796147,way/875117964
34 TOWNS ROAD VAUCLUSE,VAUCLUSE,2030,WOOLLAHRA,1998,28,58.5,0.62,exact,24.5,1280.7,6.9,3.5,1.0,residential,,mid_tone,0.65,,,,,-33.8651416,151.2762179,way/875118007
